1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,EnclosedPorch,ExterCond,ExterQual,Fence,FireplaceQu,Fireplaces,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageYrBlt,GrLivArea,HalfBath,HeatingQC,KitchenAbvGr,KitchenQual,LandSlope,LotArea,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MasVnrArea,MiscVal,MoSold,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,TotalSF,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SalePrice
13.059017169586484,0.0,0.0,0.7304631471189666,1.5409627556327752,1.8203341036428238,0.7304631471189666,11.038947685692156,11.109186247385459,2.055641538058108,0.0,0.7304631471189666,0.0,1.8203341036428238,0.0,0.7304631471189666,8.622253717854797,1.8203341036428238,1.5409627556327752,0.7304631471189666,2.055641538058108,0.7304631471189666,0.7304631471189666,2.2596737867230705,11.781373330676752,1.1943176378757767,2.055641538058108,1.5409627556327752,2.055641538058108,14.168747656702982,13.059017169586484,0.0,1.8203341036428238,0.7304631471189666,1.5409627556327752,0.0,22.624199228994986,7.020909424392293,1.5409627556327752,0.0,3.2377281976988326,9.709707014877205,0.0,2.440268378362637,0.0,1.8203341036428238,2.2596737867230705,1.1943176378757767,0.0,1.5409627556327752,0.0,0.7304631471189666,2.2596737867230705,13.015962914755876,0.0,14.12296456685685,14.12296456685685,1.5409627556327752,15.195343567064342,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.07824495582233
13.266665947434037,12.374859997919224,0.0,0.7304631471189666,1.5409627556327752,1.8203341036428238,1.5409627556327752,0.0,0.0,2.2596737867230705,2.2596737867230705,0.0,0.0,0.0,13.266665947434037,0.7304631471189666,0.0,1.8203341036428238,1.1943176378757767,1.8203341036428238,1.1943176378757767,0.7304631471189666,1.1943176378757767,2.2596737867230705,11.730956005642817,1.5409627556327752,2.055641538058108,0.0,2.055641538058108,14.193765294899782,14.986694808769705,0.7304631471189666,0.0,0.7304631471189666,0.0,0.0,19.707256626602423,5.942124359831237,0.0,0.0,2.885846472488202,8.780688591938043,0.0,1.1943176378757767,7.4550235803134814,1.8203341036428238,2.6025944687727294,1.1943176378757767,0.0,1.5409627556327752,0.0,0.7304631471189666,2.885846472488202,13.266665947434037,0.0,14.193765294899782,14.193765294899782,0.7304631471189666,16.51472432469967,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12.52815976788113
12.67473130230943,0.0,0.0,0.7304631471189666,1.5409627556327752,0.7304631471189666,0.0,10.302477323271576,0.0,0.0,2.2596737867230705,0.7304631471189666,0.0,1.1943176378757767,0.0,0.7304631471189666,0.0,1.8203341036428238,1.5409627556327752,0.7304631471189666,2.055641538058108,0.7304631471189666,0.7304631471189666,2.2596737867230705,10.231351739686412,1.1943176378757767,2.055641538058108,1.5409627556327752,2.055641538058108,14.1482947440103,12.67473130230943,0.0,1.8203341036428238,0.7304631471189666,1.5409627556327752,0.0,19.2218181450891,6.404586972566442,0.0,0.0,3.2377281976988326,5.210789042972047,0.0,2.750250297485029,3.128238685769432,2.2596737867230705,2.2596737867230705,1.1943176378757767,0.0,1.5409627556327752,0.0,0.7304631471189666,2.2596737867230705,10.302477323271576,8.962610178176034,14.146716717260457,14.175018034740056,0.0,13.713142942198777,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.92504173829169
11.910124590543719,0.0,0.0,0.7304631471189666,1.5409627556327752,1.8203341036428238,1.5409627556327752,8.453929696886426,11.116894218049,1.5409627556327752,0.0,0.7304631471189666,0.0,1.8203341036428238,0.0,0.7304631471189666,0.0,1.8203341036428238,1.5409627556327752,1.8203341036428238,1.5409627556327752,0.0,0.7304631471189666,2.2596737867230705,10.189934126006927,1.1943176378757767,2.055641538058108,1.5409627556327752,2.055641538058108,14.141978564871918,12.914862650676005,0.0,1.8203341036428238,0.7304631471189666,1.5409627556327752,0.0,17.598036767345558,5.357203202420049,1.5409627556327752,9.65390077895301,2.750250297485029,0.0,0.0,2.2596737867230705,0.0,2.2596737867230705,2.055641538058108,1.1943176378757767,0.0,1.5409627556327752,0.0,0.7304631471189666,2.2596737867230705,11.910124590543719,0.0,14.070161898256476,14.184403604277843,1.8203341036428238,13.943905761903997,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.775297421715827
11.382533288080934,0.0,0.0,0.0,1.1943176378757767,1.8203341036428238,1.5409627556327752,0.0,0.0,2.2596737867230705,2.2596737867230705,0.0,0.0,0.7304631471189666,11.070359541275336,0.0,0.0,1.8203341036428238,1.5409627556327752,1.8203341036428238,1.5409627556327752,0.0,0.7304631471189666,2.2596737867230705,10.292419534723528,1.1943176378757767,2.055641538058108,1.5409627556327752,2.055641538058108,14.127727309259253,11.382533288080934,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,0.0,17.416930320817684,4.492017742920502,1.1943176378757767,0.0,2.2596737867230705,0.0,0.0,2.6025944687727294,0.0,1.8203341036428238,2.055641538058108,0.0,0.0,1.5409627556327752,0.0,0.7304631471189666,1.8203341036428238,11.070359541275336,0.0,14.063709530107962,14.189087426187385,1.1943176378757767,13.189203207575114,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.19822841866684
13.143561424785538,0.0,0.0,0.7304631471189666,1.5409627556327752,1.8203341036428238,1.5409627556327752,10.68838996487107,8.39538258223558,1.1943176378757767,1.5409627556327752,0.0,0.0,1.1943176378757767,10.766932023929055,0.7304631471189666,0.0,1.1943176378757767,1.5409627556327752,0.0,2.055641538058108,0.7304631471189666,1.1943176378757767,2.2596737867230705,10.634887347225343,1.1943176378757767,2.055641538058108,0.0,2.055641538058108,14.153024760995686,13.143561424785538,0.0,1.8203341036428238,0.7304631471189666,1.1943176378757767,0.0,20.640590109967253,6.172972078519893,0.0,0.0,2.055641538058108,8.211557890737238,0.0,2.6025944687727294,0.0,2.055641538058108,2.2596737867230705,1.1943176378757767,0.0,1.5409627556327752,0.0,0.7304631471189666,2.440268378362637,13.143561424785538,8.831513536945508,14.153024760995686,14.153024760995686,1.1943176378757767,15.312998973796963,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.075400019877522
11.514262413767907,11.181659477474692,0.0,0.7304631471189666,1.5409627556327752,1.8203341036428238,0.0,11.200457158128465,0.0,1.1943176378757767,2.2596737867230705,0.7304631471189666,0.0,1.1943176378757767,6.404586972566442,0.7304631471189666,0.0,1.8203341036428238,1.5409627556327752,1.8203341036428238,2.055641538058108,0.7304631471189666,1.1943176378757767,2.2596737867230705,9.794431016731847,1.1943176378757767,2.055641538058108,0.0,2.055641538058108,14.178149219316415,13.324655113521871,0.7304631471189666,1.1943176378757767,0.7304631471189666,1.5409627556327752,0.0,20.33172909726411,5.968980585391403,0.0,0.0,2.885846472488202,0.0,0.0,2.6025944687727294,6.098626104970388,1.8203341036428238,2.2596737867230705,1.1943176378757767,0.0,1.5409627556327752,0.0,0.7304631471189666,2.6025944687727294,11.514262413767907,6.5538803774442425,14.178149219316415,14.178149219316415,0.0,14.64234190733387,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.128116509451258
12.268668492468818,11.222867447268218,0.0,0.7304631471189666,1.8203341036428238,1.8203341036428238,1.5409627556327752,9.577768772977672,0.0,1.5409627556327752,2.2596737867230705,0.0,0.0,1.8203341036428238,9.336386900215581,0.7304631471189666,0.0,1.8203341036428238,1.5409627556327752,1.8203341036428238,1.1943176378757767,0.7304631471189666,1.1943176378757767,2.2596737867230705,8.511219710154148,0.7304631471189666,2.055641538058108,1.5409627556327752,2.055641538058108,14.086243227218915,14.471364587187503,0.7304631471189666,0.0,0.7304631471189666,1.1943176378757767,0.7304631471189666,19.189157677365337,5.684506656824126,1.5409627556327752,9.835883259370169,3.128238685769432,0.0,0.0,2.750250297485029,4.137710644618417,2.440268378362637,2.055641538058108,1.1943176378757767,0.0,1.5409627556327752,0.0,0.7304631471189666,2.6025944687727294,11.222867447268218,8.711412885510219,14.086243227218915,14.178149219316415,1.1943176378757767,14.881835248040115,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.097936057925594
11.431699040374228,0.0,0.0,0.7304631471189666,1.1943176378757767,1.8203341036428238,1.5409627556327752,9.73416781526148,7.104296691279632,0.0,2.055641538058108,0.0,0.0,1.8203341036428238,8.232627042257835,0.7304631471189666,0.0,1.8203341036428238,1.5409627556327752,1.8203341036428238,1.1943176378757767,0.7304631471189666,0.7304631471189666,2.2596737867230705,11.904107164106826,0.7304631471189666,0.0,0.0,0.0,14.129313517307915,11.431699040374228,0.0,0.0,0.7304631471189666,1.5409627556327752,0.0,18.437484711871097,5.995517194712504,1.5409627556327752,0.0,2.2596737867230705,0.0,0.0,1.8203341036428238,4.2014612941903655,2.055641538058108,2.055641538058108,1.1943176378757767,0.0,1.5409627556327752,0.0,0.7304631471189666,1.8203341036428238,11.296440966040455,0.0,14.087847482241104,14.111827394891495,1.1943176378757767,13.338510737780748,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.699413330633599
12.429294356955962,0.0,0.0,0.7304631471189666,1.5409627556327752,0.7304631471189666,1.5409627556327752,11.336189720426251,0.0,0.7304631471189666,2.2596737867230705,0.7304631471189666,0.0,1.8203341036428238,9.666395816900367,0.7304631471189666,0.0,1.1943176378757767,1.5409627556327752,0.0,0.7304631471189666,0.7304631471189666,0.7304631471189666,2.2596737867230705,10.292419534723528,0.7304631471189666,1.1943176378757767,1.1943176378757767,2.055641538058108,14.16246656706435,12.429294356955962,0.7304631471189666,1.8203341036428238,0.7304631471189666,1.5409627556327752,0.0,18.96052786458934,5.817079684419317,0.0,0.0,2.055641538058108,7.799865873444875,0.0,2.440268378362637,4.492017742920502,2.2596737867230705,2.2596737867230705,1.1943176378757767,0.0,1.5409627556327752,0.0,0.7304631471189666,2.2596737867230705,12.505563961983455,9.525867697126678,14.145138012244155,14.145138012244155,0.7304631471189666,14.562770229771086,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.904974309480181
12.382690472200485,11.653830173770823,0.0,0.7304631471189666,1.5409627556327752,1.8203341036428238,1.1943176378757767,0.0,0.0,2.2596737867230705,2.2596737867230705,0.0,0.0,1.1943176378757767,12.382690472200485,0.7304631471189666,0.0,1.8203341036428238,1.1943176378757767,1.8203341036428238,1.1943176378757767,0.7304631471189666,1.1943176378757767,2.2596737867230705,12.271364745626231,1.5409627556327752,2.055641538058108,1.1943176378757767,2.055641538058108,14.192206665778837,14.086243227218915,0.7304631471189666,1.1943176378757767,0.7304631471189666,1.1943176378757767,0.0,20.15542409357321,6.314734756825906,1.5409627556327752,0.0,2.885846472488202,0.0,0.0,2.885846472488202,5.392276337227255,1.8203341036428238,2.6025944687727294,1.1943176378757767,0.0,1.5409627556327752,0.0,0.7304631471189666,2.6025944687727294,12.382690472200485,8.013883697367245,14.192206665778837,14.192206665778837,0.0,15.527178160786193,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12.491255347155265
13.018128339745576,0.0,0.0,0.7304631471189666,1.1943176378757767,1.8203341036428238,0.7304631471189666,8.375577002227507,12.298208358761945,1.5409627556327752,1.1943176378757767,0.7304631471189666,0.0,1.1943176378757767,6.574446614595114,0.7304631471189666,0.0,1.8203341036428238,1.5409627556327752,1.8203341036428238,2.055641538058108,1.1943176378757767,0.7304631471189666,1.8203341036428238,9.94551387609232,1.1943176378757767,2.055641538058108,1.5409627556327752,2.055641538058108,14.110233605762662,13.018128339745576,0.0,0.0,0.7304631471189666,1.5409627556327752,1.1943176378757767,25.897771108114387,6.047663906109832,0.0,0.0,2.055641538058108,0.0,0.0,2.2596737867230705,0.0,2.2596737867230705,2.440268378362637,1.1943176378757767,0.0,1.5409627556327752,0.0,0.7304631471189666,2.055641538058108,13.065429595673672,6.244955797756471,14.110233605762662,14.19064737641105,1.1943176378757767,15.200119191779837,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.394628892852941
12.557947383684844,12.41124721675514,0.0,0.7304631471189666,1.8203341036428238,1.8203341036428238,1.5409627556327752,10.391511119178736,0.0,1.1943176378757767,2.2596737867230705,0.0,0.0,1.1943176378757767,10.860282931010302,0.7304631471189666,0.0,1.8203341036428238,1.1943176378757767,1.8203341036428238,1.1943176378757767,0.7304631471189666,1.1943176378757767,2.2596737867230705,11.034998917701733,1.5409627556327752,2.055641538058108,0.0,2.055641538058108,14.18127774085417,14.58247104349385,0.7304631471189666,0.0,0.7304631471189666,1.1943176378757767,0.0,20.528863564453204,6.491069783799412,0.0,0.0,2.885846472488202,9.378068571428056,0.0,2.2596737867230705,5.59142712460611,2.2596737867230705,2.6025944687727294,1.1943176378757767,0.0,1.5409627556327752,0.0,0.7304631471189666,2.750250297485029,12.52811325381343,7.216434458396561,14.18127774085417,14.193765294899782,1.8203341036428238,15.93132144403952,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.577639650232573
13.556849598572905,0.0,0.0,0.7304631471189666,1.5409627556327752,1.8203341036428238,1.5409627556327752,10.82666301420213,10.82666301420213,2.055641538058108,1.5409627556327752,0.7304631471189666,0.0,1.8203341036428238,0.0,0.7304631471189666,0.0,1.8203341036428238,1.5409627556327752,1.1943176378757767,1.1943176378757767,0.7304631471189666,1.1943176378757767,1.1943176378757767,9.308253470184335,0.7304631471189666,2.055641538058108,1.1943176378757767,2.055641538058108,14.116604610212223,13.556849598572905,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,0.0,19.71220477890197,6.221213632878419,1.5409627556327752,0.0,2.055641538058108,7.909100235945503,0.0,2.2596737867230705,0.0,2.055641538058108,2.2596737867230705,1.1943176378757767,0.0,1.5409627556327752,0.0,0.7304631471189666,2.2596737867230705,12.741052898781769,8.93850105069204,14.116604610212223,14.16403784586512,1.5409627556327752,15.345312081533791,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.842236406331555
11.561460487077868,0.0,0.0,0.7304631471189666,1.1943176378757767,1.8203341036428238,0.7304631471189666,10.496872282215678,0.0,0.0,2.2596737867230705,0.0,0.0,1.8203341036428238,8.780688591938043,0.7304631471189666,0.0,1.8203341036428238,1.5409627556327752,1.8203341036428238,1.5409627556327752,0.0,0.7304631471189666,2.2596737867230705,8.72889799237455,0.7304631471189666,2.055641538058108,1.5409627556327752,2.055641538058108,14.154600081009745,11.561460487077868,0.0,1.8203341036428238,0.7304631471189666,1.5409627556327752,0.0,19.149281414318718,6.1236810031695965,1.5409627556327752,0.0,2.055641538058108,0.0,0.0,2.6025944687727294,0.0,2.2596737867230705,2.055641538058108,1.1943176378757767,0.0,1.5409627556327752,0.0,0.7304631471189666,2.055641538058108,11.561460487077868,7.724358962810533,14.154600081009745,14.154600081009745,0.7304631471189666,13.556849598572905,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.732069026983156
